FDT36, 12.300000190734863, NLow Fat, 0.11144759505987167, NBaking ods, 33.487400054931641, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 436.60873413085938
FDS47, 16.75, NLow Fat, 0.12961475551128388, NBreads, 86.185600280761719, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1406.1695556640625
FDS47, 16.75, NLow Fat, 0.12886135280132294, NBreads, 86.285598754882812, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1406.1695556640625
FDW59, 13.149999618530273, NLow Fat, 0.020698674023151398, NBreads, 86.356597900390625, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1099.23583984375
FDW59, 13.149999618530273, NLow Fat, 0.02083309181034565, NBreads, 86.556602478027344, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1860.2452392578125
FDS47, 16.75, NLow Fat, 0.2157282829284668, NBreads, 86.985603332519531, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1602.709716796875
FDS47, NULL, NLF, 0.22566227614879608, NBreads, 87.585601806640625, NOUT019, 1985, NULL, NULL, NGrocery Store, 388.12689208984375
FDS47, 16.75, NLow Fat, 0.12888573110103607, NBreads, 87.685600280761719, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1494.05517578125
FDS47, NULL, NLF, 0, NBreads, 87.685600280761719, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1845.59765625
FDS47, 16.75, NLow Fat, 0, NBreads, 88.785598754882812, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 966.7415771484375
FDS47, 16.75, NLow Fat, 0.1294107586145401, NBreads, 89.085601806640625, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1581.71484375
FDS47, 16.75, NLow Fat, 0.12877847254276276, NBreads, 89.185600280761719, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1581.9407958984375
FDS47, 16.75, NLow Fat, 0.12908610701560974, NBreads, 89.485603332519531, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1054.627197265625
FDO23, 17.850000381469727, NLow Fat, 0, NBreads, 93.143600463867188, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2174.502685546875
FDO23, 17.850000381469727, NLow Fat, 0.14642734825611115, NBreads, 93.443603515625, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1751.36669921875
FDO23, 17.850000381469727, NLow Fat, 0.14725559949874878, NBreads, 93.743598937988281, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1701.7847900390625
FDO23, 17.850000381469727, NLow Fat, 0.14702382683753967, NBreads, 93.743598937988281, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1134.523193359375
FDO23, 17.850000381469727, NLow Fat, 0.14639966189861298, NBreads, 93.843597412109375, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1418.154052734375
FDO23, 17.850000381469727, NLow Fat, 0.14630550146102905, NBreads, 94.143600463867188, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1607.2412109375
FDO23, NULL, NLow Fat, 0.1457182765007019, NBreads, 94.343597412109375, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2269.04638671875
FDO23, 17.850000381469727, NLow Fat, 0.14665500819683075, NBreads, 94.443603515625, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1854.400146484375
FDO23, NULL, NLow Fat, 0.25637540221214294, NBreads, 94.843597412109375, NOUT019, 1985, NULL, NULL, NGrocery Store, 567.2615966796875
FDT47, 5.2600002288818359, NRegular, 0.041022766381502151, NBreads, 95.206802368164062, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 530.83502197265625
FDT47, 5.2600002288818359, NRegular, 0.024558540433645248, NBreads, 95.606796264648438, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2332.963134765625
FDT47, 5.2600002288818359, NRegular, 0.024546939879655838, NBreads, 95.706802368164062, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1166.4815673828125
FDT47, 5.2600002288818359, NRegular, 0.024504201486706734, NBreads, 95.90679931640625, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 534.73797607421875
FDT47, NULL, NRegular, 0.024390149861574173, NBreads, 95.90679931640625, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3207.824462890625
FDT47, 5.2600002288818359, NRegular, 0, NBreads, 96.306800842285156, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 547.09967041015625
FDT47, 5.2600002288818359, NRegular, 0.024647466838359833, NBreads, 96.40679931640625, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 547.667724609375
FDT47, 5.2600002288818359, NRegular, 0.024488439783453941, NBreads, 96.806800842285156, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 549.9400634765625
FDU35, 6.440000057220459, NLow Fat, 0.079663440585136414, NBreads, 97.970001220703125, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 675.0916748046875
FDU35, 6.440000057220459, NLow Fat, 0.13259027898311615, NBreads, 98.169998168945312, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 199.74000549316406
FDU35, 6.440000057220459, NLow Fat, 0.079149447381496429, NBreads, 98.169998168945312, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 670.147705078125
FDU35, 6.440000057220459, NLow Fat, 0, NBreads, 98.2699966430664, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2396.8798828125
FDT47, 5.2600002288818359, NRegular, 0.0246086735278368, NBreads, 98.806800842285156, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 556.10443115234375
FDU35, NULL, NLow Fat, 0.0788317620754242, NBreads, 98.970001220703125, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3395.580078125
FDU35, 6.440000057220459, NLow Fat, 0.079538054764270782, NBreads, 99.470001220703125, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 691.833740234375
FDU35, 6.440000057220459, NLow Fat, 0.079338528215885162, NBreads, 99.470001220703125, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 698.2396240234375
FDU35, 6.440000057220459, Nlow fat, 0, NBreads, 99.870002746582031, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1498.050048828125
FDU35, 6.440000057220459, NLow Fat, 0.0792003870010376, NBreads, 100.47000122070313, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 698.7889404296875
FDQ23, 6.5500001907348633, NLow Fat, 0.024521190673112869, NBreads, 100.63320159912109, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2665.86328125
FDQ23, 6.5500001907348633, NLow Fat, 0.024563958868384361, NBreads, 100.93319702148438, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 720.61260986328125
FDZ35, 9.6000003814697266, NRegular, 0.022323658689856529, NBreads, 101.29900360107422, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1754.383056640625
FDQ23, 6.5500001907348633, NLow Fat, 0.024625735357403755, NBreads, 101.33319854736328, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 710.1937255859375
FDZ35, 9.6000003814697266, NRegular, 0.022274263203144073, NBreads, 101.69899749755859, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2992.77099609375
FDZ35, 9.6000003814697266, NRegular, 0, NBreads, 101.69899749755859, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2373.576904296875
FDP59, 20.850000381469727, NRegular, 0.056785106658935547, NBreads, 102.26480102539063, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2302.798828125
FDQ23, NULL, Nlow fat, 0.024407060816884041, NBreads, 102.33319854736328, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1948.130859375
FDZ35, 9.6000003814697266, NRegular, 0.022404493764042854, NBreads, 102.49900054931641, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2579.97509765625
FDZ35, 9.6000003814697266, NRegular, 0.022278476506471634, NBreads, 102.49900054931641, NOUT046
, 1997, NULL, NULL, NSupermarket Type1, 1547.9849853515625
FDP59, 20.850000381469727, NRegular, 0.056455038487911224, NBreads, 102.76480102539063, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2271.204833984375
FDQ23, 6.5500001907348633, NLow Fat, 0.024505417793989182, NBreads, 102.93319702148438, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1845.59765625
FDQ23, NULL, NLow Fat, 0.042941559106111526, NBreads, 102.93319702148438, NOUT019, 1985, NULL, NULL, NGrocery Store, 102.533203125
FDP59, NULL, NRegular, 0.056192275136709213, NBreads, 103.16480255126953, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1973.43115234375
FDQ23, 6.5500001907348633, NLow Fat, 0.024664556607604027, NBreads, 103.33319854736328, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2050.6640625
FDP59, 20.850000381469727, NRegular, 0.056465715169906616, NBreads, 103.66480255126953, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2285.025634765625
FDZ35, 9.6000003814697266, Nreg, 0.022259937599301338, NBreads, 103.99900054931641, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1098.2294921875
FDQ23, 6.5500001907348633, NLow Fat, 0.024525828659534454, NBreads, 104.033203125, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 715.48834228515625
FDP59, 20.850000381469727, NRegular, 0.056695729494094849, NBreads, 104.06479644775391, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1869.56640625
FDP59, NULL, NRegular, 0.098864175379276276, NBreads, 104.06479644775391, NOUT019, 1985, NULL, NULL, NGrocery Store, 1052.603759765625
FDQ23, 6.5500001907348633, NLow Fat, 0.024575566872954369, NBreads, 104.33319854736328, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 738.05303955078125
FDP59, 20.850000381469727, NRegular, 0.094512030482292175, NBreads, 104.56479644775391, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 207.72959899902344
FDZ35, NULL, NRegular, 0.039006736129522324, NBreads, 104.5989990234375, NOUT019, 1985, NULL, NULL, NGrocery Store, 2681.5625
FDZ35, 9.6000003814697266, NRegular, 0.022369230166077614, NBreads, 104.79900360107422, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1341.5870361328125
FDP59, 20.850000381469727, NRegular, 0.056553501635789871, NBreads, 104.96479797363281, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2319.8271484375
FDZ35, NULL, NRegular, 0.022170592099428177, NBreads, 105.19899749755859, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3199.1689453125
FDP59, 20.850000381469727, NRegular, 0.056580226868391037, NBreads, 105.66480255126953, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 623.18878173828125
FDP59, 20.850000381469727, NRegular, 0.056418724358081818, NBreads, 105.76480102539063, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2425.715576171875
FDS59, 14.800000190734863, NRegular, 0.043893445283174515, NBreads, 108.15699768066406, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1728.781494140625
FDS59, 14.800000190734863, NRegular, 0.043885145336389542, NBreads, 108.75700378417969, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1867.5689697265625
FDS59, 14.800000190734863, NRegular, 0.043856918811798096, NBreads, 109.05699920654297, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2746.425048828125
FDS59, 14.800000190734863, NRegular, 0.04407225176692009, NBreads, 109.05699920654297, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1428.1409912109375
FDS59, 14.800000190734863, NRegular, 0.043961688876152039, NBreads, 109.15699768066406, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1712.4549560546875
FDS59, NULL, NRegular, 0.043680891394615173, NBreads, 110.15699768066406, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2306.9970703125
FDS59, 14.800000190734863, NRegular, 0.043982464820146561, NBreads, 110.65699768066406, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2966.138916015625
FDS59, 14.800000190734863, NRegular, 0.0734686329960823, NBreads, 110.85700225830078, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 329.57101440429688
FDS59, 14.800000190734863, NRegular, 0.044141724705696106, NBreads, 111.15699768066406, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1727.3797607421875
FDS59, NULL, NRegular, 0.0768517553806305, NBreads, 111.85700225830078, NOUT019, 1985, NULL, NULL, NGrocery Store, 109.85700225830078
FDU11, 4.7849998474121094, NLow Fat, 0.093117401003837585, NBreads, 118.60980224609375, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 361.52938842773438
FDU11, 4.7849998474121094, NLow Fat, 0.092593654990196228, NBreads, 119.40979766845703, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 599.9447021484375
FDU11, 4.7849998474121094, NLow Fat, 0.0927814319729805, NBreads, 119.70980072021484, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1807.64697265625
FDW47, 15, NLF, 0.046366456896066666, NBreads, 119.94139862060547, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1943.0506591796875
FDW47, 15, NLow Fat, 0.04633663222193718, NBreads, 120.04139709472656, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 3533.400634765625
FDU11, 4.7849998474121094, NLow Fat, 0.092516601085662842, NBreads, 120.10980224609375, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1325.6077880859375
FDU11, 4.7849998474121094, NLow Fat, 0.154982790350914, NBreads, 120.70980072021484, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 606.4761962890625
FDU11, NULL, NLow Fat, 0.092145264148712158, NBreads, 120.70980072021484, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3735.8037109375
FDU11, 4.7849998474121094, NLow Fat, 0.092576146125793457, NBreads, 121.00980377197266, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2530.705810546875
FDW47, 15, NLow Fat, 0.046564139425754547, NBreads, 121.04139709472656, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1924.5582275390625
FDU11, NULL, NLow Fat, 0.1621195375919342, NBreads, 121.20980072021484, NOUT019, 1985, NULL, NULL, NGrocery Store, 747.656982421875
FDW47, 15, NLow Fat, 0.046447329223155975, NBreads, 121.54139709472656, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2436.827880859375
FDW47, NULL, NLow Fat, 0.081197038292884827, NBreads, 121.74140167236328, NOUT019, 1985, NULL, NULL, NGrocery Store, 365.52420043945312
FDW47, 15, NLow Fat, 0.07762262225151062, NBreads, 121.84140014648438, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 243.68280029296875
FDW47, 15, NLow Fat, 0.046637542545795441, NBreads, 121.94139862060547, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2012.0330810546875
FDU11, 4.7849998474121094, NLow Fat, 0.0929708406329155, NBreads, 122.00980377197266, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2048.66650390625
FDU11, 4.7849998474121094, NLow Fat, 0.0927376076579094, NBreads, 122.30979919433594, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 626.22003173828125
FDW47, 15, NLow Fat, 0.046375226229429245, NBreads, 122.84140014648438, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 731.04840087890625
FDV23, 11, NLow Fat, 0.10574869066476822, NBreads, 123.10459899902344, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1421.858154296875
FDV23, 11, NLF, 0.10626789927482605, NBreads, 123.20459747314453, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 3237.11962890625
FDW47, 15, NLow Fat, 0.046469278633594513, NBreads, 123.84140014648438, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1340.25537109375
FDW47, NULL, NLF, 0.046150654554367065, NBreads, 123.84140014648438, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2683.416015625
FDV23, 11, NLow Fat, 0, NBreads, 123.90460205078125, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1485.6162109375
FDV23, 11, NLow Fat, 0.10605140775442123, NBreads, 124.40460205078125, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2241.082763671875
FDV23, 11, NLow Fat, 0.10583676397800446, NBreads, 124.60459899902344, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1439.18310546875
FDV23, 11, NLow Fat, 0.10600131005048752, NBreads, 125.50460052490234, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1504.8001708984375
FDV23, NULL, NLow Fat, 0.18530651926994324, NBreads, 125.60459899902344, NOUT019, 1985, NULL, NULL, NGrocery Store, 622.52301025390625
FDV23, 11, NLow Fat, 0.10643541812896729, NBreads, 125.70459747314453, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1521.025634765625
FDV23, NULL, NLow Fat, 0.10532424598932266, NBreads, 125.70459747314453, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3237.11962890625
FDV23, 11, NLow Fat, 0.10581675171852112, NBreads, 126.00460052490234, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 871.5322265625
FDS23, 4.6350002288818359, NLow Fat, 0.14086246490478516, NBreads, 126.49939727783203, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1670.4921875
FDS23, 4.6350002288818359, NLow Fat, 0.14168603718280792, NBreads, 126.99939727783203, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1798.9915771484375
FDS23, 4.6350002288818359, NLow Fat, 0.14117483794689179, NBreads, 127.09940338134766, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2826.98681640625
FDS23, 4.6350002288818359, NLow Fat, 0.14088910818099976, NBreads, 127.09940338134766, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1927.490966796875
FDS23, NULL, NLow Fat, 0.14020684361457825, NBreads, 128.19940185546875, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 914.35906982421875
FDY47, 8.6000003814697266, NRegular, 0.054792646318674088, NBreads, 128.23100280761719, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1213.0653076171875
FDS23, 4.6350002288818359, NLow Fat, 0.14110815525054932, NBreads, 128.29939270019531, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2698.4873046875
FDY47, 8.6000003814697266, NRegular, 0.05443911999464035, NBreads, 128.83099365234375, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1038.64794921875
FDY47, 8.6000003814697266, Nreg, 0.054706409573554993, NBreads, 128.93099975585938, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1428.1409912109375
FDY47, NULL, NRegular, 0.054220616817474365, NBreads, 129.13099670410156, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 4933.578125
FDS23, 4.6350002288818359, NLow Fat, 0.14077186584472656, NBreads, 129.49940490722656, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 630.2412109375
FDS23, NULL, NLow Fat, 0.24667865037918091, NBreads, 129.79939270019531, NOUT019, 1985, NULL, NULL, NGrocery Store, 385.49819946289062
FDS23, 4.6350002288818359, NLow Fat, 0.141463041305542, NBreads, 130.09939575195313, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 645.22149658203125
FDY47, 8.6000003814697266, NRegular, 0.05448446050286293, NBreads, 130.13099670410156, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1557.9720458984375
FDY47, 8.6000003814697266, NRegular, 0.091195814311504364, NBreads, 130.23100280761719, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 129.83099365234375
FDY47, 8.6000003814697266, NRegular, 0.054594956338405609, NBreads, 130.531005859375, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1298.31005859375
FDY47, 8.6000003814697266, NRegular, 0.054474156349897385, NBreads, 131.031005859375, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1038.64794921875
FDY47, NULL, NRegular, 0.09539525955915451, NBreads, 131.13099670410156, NOUT019, 1985, NULL, NULL, NGrocery Store, 1374.6070556640625
FDY47, 8.6000003814697266, NRegular, 0, NBreads, 131.531005859375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2466.7890625
FDU47, 12.800000190734863, NRegular, 0.11383293569087982, NBreads, 138.48379516601563, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1949.8519287109375
FDU47, 12.800000190734863, NRegular, 0.11403147876262665, NBreads, 138.68380737304688, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1863.9102783203125
FDU47, 12.800000190734863, NRegular, 0.19056904315948486, NBreads, 138.78379821777344, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 280.96759033203125
FDU47, NULL, NRegular, 0, NBreads, 140.38380432128906, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 7019.18994140625
FDU47, 12.800000190734863, NRegular, 0.1140853688120842, NBreads, 141.38380432128906, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2388.224609375
FDU47, 12.800000190734863, NRegular, 0.11385446786880493, NBreads, 141.58380126953125, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1902.88623046875
FDU47, 12.800000190734863, NRegular, 0.11375971883535385, NBreads, 141.98379516601563, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1908.2623291015625
FDU47, 12.800000190734863, NRegular, 0.11431826651096344, NBreads, 142.28379821777344, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 421.45138549804688
FDN23, 6.5749998092651367, NRegular, 0.0754934772849083, NBreads, 143.54440307617188, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 3338.3212890625
FDN23, 6.5749998092651367, NRegular, 0.0758153423666954, NBreads, 144.64439392089844, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1036.6302490234375
FDN23, 6.5749998092651367, NRegular, 0.075934864580631256, NBreads, 144.84440612792969, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1047.587158203125
FDN23, 6.5749998092651367, NRegular, 0.075660891830921173, NBreads, 145.44439697265625, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2612.59912109375
FDN23, 6.5749998092651367, NRegular, 0.075625151395797729, NBreads, 145.74440002441406, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 3193.1767578125
FDN23, NULL, NRegular, 0.075142107903957367, NBreads, 145.84440612792969, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3773.75439453125
FDN23, 6.5749998092651367, NRegular, 0.075444921851158142, NBreads, 146.04440307617188, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2612.59912109375
FDN23, 6.5749998092651367, NRegular, 0.0755077600479126, NBreads, 146.44439697265625, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1596.58837890625
FDV35, 19.5, NLow Fat, 0.12809930741786957, NBreads, 153.63139343261719, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 3265.435302734375
FDV35, 19.5, NLow Fat, 0.12893117964267731, NBreads, 154.63139343261719, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 3226.38427734375
FDV35, 19.5, NLow Fat, 0.12846601009368897, NBreads, 155.23139953613281, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 3208.633056640625
FDV35, 19.5, NLow Fat, 0.12872825562953949, NBreads, 155.33140563964844, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 3412.890869140625
FDX47, 6.5500001907348633, NRegular, 0.034597799181938171, NBreads, 155.42880249023438, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1099.5032958984375
FDV35, NULL, NLow Fat, 0.22447216510772705, NBreads, 155.431396484375, NOUT019, 1985, NULL, NULL, NGrocery Store, 692.4306640625
FDX47, 6.5500001907348633, NRegular, 0.034658145159482956, NBreads, 155.82879638671875, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1099.901611328125
FDV35, 19.5, NLow Fat, 0.12820599973201752, NBreads, 155.931396484375, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 3878.284912109375
FDV35, 19.5, NLow Fat, 0.12818175554275513, NBreads, 156.13139343261719, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2792.365234375
FDX47, 6.5500001907348633, NRegular, 0.057920575141906738, NBreads, 156.22880554199219, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1115.3955078125
FDV35, 19.5, NLow Fat, 0.12840533256530762, NBreads, 156.431396484375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2326.970947265625
FDX47, 6.5500001907348633, NRegular, 0.03457554429769516, NBreads, 156.52879333496094, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1571.2879638671875
FDX47, NULL, NRegular, 0.034436769783496857, NBreads, 156.52879333496094, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 4870.99267578125
FDV35, NULL, NLow Fat, 0.12758515775203705, NBreads, 156.53140258789063, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1226.8778076171875
FDX47, NULL, NRegular, 0.060587737709283829, NBreads, 156.82879638671875, NOUT019, 1985, NULL, NULL, NGrocery Store, 471.38641357421875
FDX47, 6.5500001907348633, NRegular, 0.034800078719854355, NBreads, 157.52879333496094, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1571.2879638671875
FDX47, 6.5500001907348633, NRegular, 0.034674521535634995, NBreads, 157.52879333496094, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1083.404296875
FDX47, 6.5500001907348633, NRegular, 0.034604344516992569, NBreads, 157.82879638671875, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2514.060791015625
FDR11, 10.5, NRegular, 0.14334447681903839, NBreads, 158.45779418945313, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1746.9971923828125
FDR11, 10.5, NRegular, 0.23857976496219635, NBreads, 158.55780029296875, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1764.748291015625
FDR11, 10.5, NRegular, 0.1425112783908844, NBreads, 158.75779724121094, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2246.4091796875
FDX47, 6.5500001907348633, NRegular, 0.034745305776596069, NBreads, 158.82879638671875, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 4399.6064453125
FDR11, 10.5, NRegular, 0.14275982975959778, NBreads, 159.35780334472656, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 3048.6982421875
FDR11, 10.5, NRegular, 0.14282730221748352, NBreads, 159.45779418945313, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 3048.6982421875
FDR11, NULL, NRegular, 0.14184798300266266, NBreads, 159.65780639648438, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1125.5556640625
FDU59, 5.78000020980835, NLow Fat, 0.096367999911308289, NBreads, 160.65519714355469, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1012.159912109375
FDR11, 10.5, NRegular, 0.14311885833740234, NBreads, 160.85780334472656, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1857.9075927734375
FDR11, 10.5, NRegular, 0.14241960644721985, NBreads, 161.15780639648438, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1765.0357666015625
FDR11, 10.5, NRegular, 0.14253821969032288, NBreads, 161.15780639648438, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1776.7647705078125
FDU59, 5.78000020980835, NLow Fat, 0.096778862178325653, NBreads, 161.55520629882813, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 980.478515625
